"Gemeinde_Nr","Kantons_Nr","Ja_Stimmen_In_Prozent","Ja_Stimmen_Absolut","Nein_Stimmen_Absolut","Stimmbeteiligung_In_Prozent","Eingelegte_Stimmzettel","Anzahl_Stimmberechtigte","Gueltige_Stimmen","Gebiet_Ausgezaehlt","Kanton_Short","Gemeinde_d","Gemeinde_f","Gemeinde_i","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Kanton_d","Kanton_f","Kanton_i","Ja_Stimmen_In_Prozent_Kanton","Highest_Yes_Kant","Highest_No_Kant","Ja_Nein","Oui_Non","Unentschieden","Einstimmig_Ja","Einstimmig_Nein","kleine_Gemeinde","Storyboard","Text_d","Text_f","Text_i","Nein_Stimmen_In_Prozent","Gemeinde_color","Hist_Ja_Stimmen_In_Prozent","Hist_Ja_Stimmen_Absolut","Hist_Nein_Stimmen_Absolut","Hist_Nein_Stimmen_In_Prozent"
5178,21,92.4628099173554,2797,228,,,,3025,TRUE,"TI","Croglio","Croglio","Croglio","Croglio TI","Croglio (TI)","Croglio TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGestiegen","Die Gemeinde Croglio hat die Burka-Initiative agenommen. Der Ja-Stimmen-Anteil beträgt 92,5 Prozent. Damit hat in Croglio die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 68 Prozent.","Les habitants de Croglio acceptent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 92,5 pour cent de oui. A Croglio, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 68 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Croglio l'Iniziativa anti-burqa è stata accetata con il 92,5 percento dei voti. A Croglio lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 68 percento dei voti - all'iniziativa per il divieto dei minareti.",7.53719008264463,92.4628099173554,68.0351906158358,232,109,31.9648093841642
5180,21,80.5870949875381,2910,701,,,,3611,TRUE,"TI","Cureglia","Cureglia","Cureglia","Cureglia TI","Cureglia (TI)","Cureglia TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGestiegen","Ja zur Burka-Initiative in Cureglia. Die Gemeinde hat das Volksbegehren mit 80,6 Prozent der Stimmen angenommen. Damit hat in Cureglia die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 60,2 Prozent.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Cureglia avec 80,6 pour cent de oui. A Cureglia, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 60,2 pour cent à l'initiative pour l'interdiction des minarets.","Da Cureglia è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 80,6 percento dei voti. A Cureglia lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 60,2 percento dei voti - all'iniziativa per il divieto dei minareti.",19.4129050124619,80.5870949875381,60.188679245283,319,211,39.811320754717
5181,21,50.659893160155,9673,9421,,,,19094,TRUE,"TI","Curio","Curio","Curio","Curio TI","Curio (TI)","Curio TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","50,7 Prozent der Abstimmenden in der Gemeinde Curio haben Ja gesagt zur Burka-Initiative. Damit ist in Curio die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 67,8 Prozent.","C'est oui à 50,7 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Curio. A Curio, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 67,8 pour cent à l'initiative pour l'interdiction des minarets.","Con il 50,7 percento di ""sì"", i cittadini del comune di Curio hanno accolto l'Iniziativa anti-burqa. A Curio lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 67,8 percento dei voti - all'iniziativa per il divieto dei minareti.",49.340106839845,50.659893160155,67.8260869565217,156,74,32.1739130434783
5186,21,23.4612413082668,1822,5944,,,,7766,TRUE,"TI","Grancia","Grancia","Grancia","Grancia TI","Grancia (TI)","Grancia TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","In Grancia hat die Burka-Initiative keine Mehrheit gefunden. Auf 76,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit hat in Grancia die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 86,6 Prozent ein Ja in die Urne gelegt.","Les habitants de Grancia rejettent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 76,5 pour cent de non. Grancia a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Grancia l'Iniziativa anti-burqa è stata bocciata con il 76,5 percento dei voti. Grancia ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",76.5387586917332,23.4612413082668,86.5546218487395,103,16,13.4453781512605
5187,21,21.8831822759315,2173,7757,,,,9930,TRUE,"TI","Gravesano","Gravesano","Gravesano","Gravesano TI","Gravesano (TI)","Gravesano TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","Die Gemeinde Gravesano hat die Burka-Initiative abgelehnt.Der Nein-Stimmen-Anteil betrug 78,1 Prozent. Damit hat in Gravesano die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 73,3 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" ne passe pas la rampe à Gravesano avec 78,1 pour cent de non. Gravesano a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Da Gravesano è arrivato un ""no"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno respinto il testo con il 78,1 percento dei voti. Gravesano ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",78.1168177240685,21.8831822759315,73.3333333333333,308,112,26.6666666666667
5189,21,24.2138364779874,770,2410,,,,3180,TRUE,"TI","Lamone","Lamone","Lamone","Lamone TI","Lamone (TI)","Lamone TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","Die Gemeinde Lamone hat die Burka-Initiative abgelehnt.Der Nein-Stimmen-Anteil betrug 75,8 Prozent. Damit hat in Lamone die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 71,1 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" ne passe pas la rampe à Lamone avec 75,8 pour cent de non. Lamone a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Da Lamone è arrivato un ""no"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno respinto il testo con il 75,8 percento dei voti. Lamone ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",75.7861635220126,24.2138364779874,71.1340206185567,276,112,28.8659793814433
5192,21,16.2547252108171,1677,8640,,,,10317,TRUE,"TI","Lugano","Lugano","Lugano","Lugano TI","Lugano (TI)","Lugano TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","Keine Mehrheit für die Burka-Initiative in Lugano: Mit 8'640 Nein-Stimmen zu 1'677 Ja-Stimmen oder 83,7 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit hat in Lugano die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 68,2 Prozent ein Ja in die Urne gelegt.","C'est non à 83,7 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Lugano. Lugano a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Con il 83,7 percento di ""no"", i cittadini del comune di Lugano hanno bocciato l'Iniziativa anti-burqa. Lugano ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",83.7452747891829,16.2547252108171,68.2482778012091,9709,4517,31.7517221987909
5193,21,62.7158876974707,7662,4555,,,,12217,TRUE,"TI","Magliaso","Magliaso","Magliaso","Magliaso TI","Magliaso (TI)","Magliaso TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","Ja zur Burka-Initiative in Magliaso. Die Gemeinde hat das Volksbegehren mit 62,7 Prozent der Stimmen angenommen. Damit ist in Magliaso die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 74,6 Prozent.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Magliaso avec 62,7 pour cent de oui. A Magliaso, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 74,6 pour cent à l'initiative pour l'interdiction des minarets.","Da Magliaso è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 62,7 percento dei voti. A Magliaso lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 74,6 percento dei voti - all'iniziativa per il divieto dei minareti.",37.2841123025293,62.7158876974707,74.6031746031746,376,128,25.3968253968254
5194,21,30.91943762553,2771,6191,,,,8962,TRUE,"TI","Manno","Manno","Manno","Manno TI","Manno (TI)","Manno TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","69,1 Prozent Nein zur Burka-Initiative in der Gemeinde Manno. Damit hat in Manno die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 65,4 Prozent ein Ja in die Urne gelegt.","A Manno, les habitants disent non à 69,1 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". Manno a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Manno l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata respinta con il 69,1 percento dei voti. Manno ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",69.08056237447,30.91943762553,65.4377880184332,284,150,34.5622119815668
5195,21,30.2016302016302,704,1627,,,,2331,TRUE,"TI","Maroggia","Maroggia","Maroggia","Maroggia TI","Maroggia (TI)","Maroggia TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","In Maroggia hat die Burka-Initiative keine Mehrheit gefunden. Auf 69,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit hat in Maroggia die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 67,8 Prozent ein Ja in die Urne gelegt.","Les habitants de Maroggia rejettent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 69,8 pour cent de non. Maroggia a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Maroggia l'Iniziativa anti-burqa è stata bocciata con il 69,8 percento dei voti. Maroggia ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",69.7983697983698,30.2016302016302,67.7777777777778,122,58,32.2222222222222
5196,21,38.0657640232108,4920,8005,,,,12925,TRUE,"TI","Massagno","Massagno","Massagno","Massagno TI","Massagno (TI)","Massagno TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","In Massagno hat die Burka-Initiative keine Mehrheit gefunden. Auf 61,9 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit hat in Massagno die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 58,1 Prozent ein Ja in die Urne gelegt.","Les habitants de Massagno rejettent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 61,9 pour cent de non. Massagno a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Massagno l'Iniziativa anti-burqa è stata bocciata con il 61,9 percento dei voti. Massagno ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",61.9342359767892,38.0657640232108,58.0665813060179,907,655,41.9334186939821
5197,21,66.8649613325402,4496,2228,,,,6724,TRUE,"TI","Melano","Melano","Melano","Melano TI","Melano (TI)","Melano TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilÄhnlich","In Melano hat die Stimmbevölkerung der Initiative ""Ja zum Verhüllungsverbot"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 66,9 Prozent angenommen. Damit ist in Melano die Einstellung zu muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 ungefähr gleich geblieben. Damals betrug der Ja-Stimmen-Anteil 67,3 Prozent.","A Melano, les habitants sont favorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 66,9 pour cent de oui. A Melano, le rejet des symboles de la communauté musulmane ne s'est ni vraiment accentué, ni vraiment amenuisé au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 67,3 pour cent à l'initiative pour l'interdiction des minarets.","I cittadini di Melano si sono espressi a favore dell'iniziativa contro la dissimulazione del viso. Il testo è stato approvato con il 66,9 percento dei voti. A Melano lo scettiscmo nei confronti dei simboli della comunità musulmana è rimasto grosso modo invariato nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 67,3 percento dei voti - all'iniziativa per il divieto dei minareti.",33.1350386674598,66.8649613325402,67.3184357541899,241,117,32.6815642458101
5198,21,3.53546175273195,330,9004,,,,9334,TRUE,"TI","Melide","Melide","Melide","Melide TI","Melide (TI)","Melide TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","Nein zur Burka-Initiative in Melide: Mit 9'004 Nein- zu 330 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 96,5 Prozent. Damit hat in Melide die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 69,1 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" échoue à Melide avec 96,5 pour cent de non. Melide a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","A Melide i cittadini hanno respinto, con il 96,5 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". Melide ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",96.4645382472681,3.53546175273195,69.0582959641256,308,138,30.9417040358744
5199,21,77.7548918640577,1510,432,,,,1942,TRUE,"TI","Mezzovico-Vira","Mezzovico-Vira","Mezzovico-Vira","Mezzovico-Vira TI","Mezzovico-Vira (TI)","Mezzovico-Vira TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","In Mezzovico-Vira hat die Stimmbevölkerung der Initiative ""Ja zum Verhüllungsverbot"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 77,8 Prozent angenommen. Damit ist in Mezzovico-Vira die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 82,1 Prozent.","A Mezzovico-Vira, les habitants sont favorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 77,8 pour cent de oui. A Mezzovico-Vira, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 82,1 pour cent à l'initiative pour l'interdiction des minarets.","I cittadini di Mezzovico-Vira si sono espressi a favore dell'iniziativa contro la dissimulazione del viso. Il testo è stato approvato con il 77,8 percento dei voti. A Mezzovico-Vira lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 82,1 percento dei voti - all'iniziativa per il divieto dei minareti.",22.2451081359423,77.7548918640577,82.0754716981132,348,76,17.9245283018868
5200,21,75.6322655071435,8523,2746,,,,11269,TRUE,"TI","Miglieglia","Miglieglia","Miglieglia","Miglieglia TI","Miglieglia (TI)","Miglieglia TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGestiegen","Die Gemeinde Miglieglia will, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Die Stimmbevölkerung hat die Burka-Initiative mit 75,6 Prozent angenommen. Damit hat in Miglieglia die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 57,7 Prozent.","A Miglieglia, les habitants disent oui à 75,6 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". A Miglieglia, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 57,7 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Miglieglia l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata approvata con il 75,6 percento dei voti. A Miglieglia lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 57,7 percento dei voti - all'iniziativa per il divieto dei minareti.",24.3677344928565,75.6322655071435,57.6923076923077,45,33,42.3076923076923
5202,21,38.1670183901115,3798,6153,,,,9951,TRUE,"TI","Monteggio","Monteggio","Monteggio","Monteggio TI","Monteggio (TI)","Monteggio TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","61,8 Prozent Nein zur Burka-Initiative in der Gemeinde Monteggio. Damit hat in Monteggio die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 73,1 Prozent ein Ja in die Urne gelegt.","A Monteggio, les habitants disent non à 61,8 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". Monteggio a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Monteggio l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata respinta con il 61,8 percento dei voti. Monteggio ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",61.8329816098885,38.1670183901115,73.1147540983607,223,82,26.8852459016393
5203,21,53.5522669653912,9083,7878,,,,16961,TRUE,"TI","Morcote","Morcote","Morcote","Morcote TI","Morcote (TI)","Morcote TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","Ja zur Burka-Initiative in Morcote. Die Gemeinde hat das Volksbegehren mit 53,6 Prozent der Stimmen angenommen. Damit ist in Morcote die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 69,3 Prozent.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Morcote avec 53,6 pour cent de oui. A Morcote, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 69,3 pour cent à l'initiative pour l'interdiction des minarets.","Da Morcote è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 53,6 percento dei voti. A Morcote lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 69,3 percento dei voti - all'iniziativa per il divieto dei minareti.",46.4477330346088,53.5522669653912,69.3467336683417,138,61,30.6532663316583
5205,21,3.40685991453979,295,8364,,,,8659,TRUE,"TI","Muzzano","Muzzano","Muzzano","Muzzano TI","Muzzano (TI)","Muzzano TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","Die Gemeinde Muzzano hat die Burka-Initiative abgelehnt.Der Nein-Stimmen-Anteil betrug 96,6 Prozent. Damit hat in Muzzano die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 65,4 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" ne passe pas la rampe à Muzzano avec 96,6 pour cent de non. Muzzano a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Da Muzzano è arrivato un ""no"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno respinto il testo con il 96,6 percento dei voti. Muzzano ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",96.5931400854602,3.40685991453979,65.3614457831325,217,115,34.6385542168675
5206,21,27.3413083306391,2537,6742,,,,9279,TRUE,"TI","Neggio","Neggio","Neggio","Neggio TI","Neggio (TI)","Neggio TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","72,7 Prozent der Stimmbürgerinnen und Stimmbürger von Neggio sagen Nein zur Burka-Initiative. Sie haben das Volksbegehren mit 6'742 Ja-Stimmen zu 2'537 Nein-Stimmen abgelehnt. Damit hat in Neggio die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 65,5 Prozent ein Ja in die Urne gelegt.","Les habitants de Neggio s'opposent à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 72,7 pour cent de non. Neggio a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","No all'Iniziativa anti-burqa nel comune di Neggio: i cittadini hanno bocciato il testo con il 72,7 percento dei voti. Neggio ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",72.6586916693609,27.3413083306391,65.5405405405405,97,51,34.4594594594595
5207,21,43.0022075055188,2922,3873,,,,6795,TRUE,"TI","Novaggio","Novaggio","Novaggio","Novaggio TI","Novaggio (TI)","Novaggio TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","Nein zur Burka-Initiative in Novaggio: Mit 3'873 Nein- zu 2'922 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 57 Prozent. Damit hat in Novaggio die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 61,3 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" échoue à Novaggio avec 57 pour cent de non. Novaggio a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","A Novaggio i cittadini hanno respinto, con il 57 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". Novaggio ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",56.9977924944812,43.0022075055188,61.3475177304965,173,109,38.6524822695035
