"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3024,95.7,95.7,4.3,"Teufen AR","Teufen (AR)","Teufen AR","Die Gemeinde Teufen AR will, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Die Stimmbevölkerung hat die Burka-Initiative mit 95,7 Prozent angenommen. Damit hat in Teufen AR die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 57,6 Prozent.","A Teufen (AR), les habitants disent oui à 95,7 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". A Teufen (AR), le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 57,6 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Teufen AR l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata approvata con il 95,7 percento dei voti. A Teufen AR lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 57,6 percento dei voti - all'iniziativa per il divieto dei minareti."
3025,97.3,97.3,2.7,"Trogen AR","Trogen (AR)","Trogen AR","Die Gemeinde Trogen hat die Burka-Initiative agenommen. Der Ja-Stimmen-Anteil beträgt 97,3 Prozent. Damit hat in Trogen seit der Abstimmung über das Minarett-Verbot 2009 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 55,8 Prozent ein Nein in die Urne gelegt.","Les habitants de Trogen acceptent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 97,3 pour cent de oui. Trogen a changé de camp: en 2009, cette commune refusait d'interdire la construction de minarets. Ce dimanche, elle approuve l'initiative ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Trogen l'Iniziativa anti-burqa è stata accetata con il 97,3 percento dei voti. Trogen ha cambiato fazione: nel 2009, il comune aveva rifiutato di vietare la costruzione di minareti. Oggi approva invece l'iniziativa anti-burqa."
3031,45.1,45.1,54.9,"Grub AR","Grub (AR)","Grub AR","Die Gemeinde Grub AR hat die Burka-Initiative abgelehnt.Der Nein-Stimmen-Anteil betrug 54,9 Prozent. Damit hat in Grub AR die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 67,8 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" ne passe pas la rampe à Grub (AR) avec 54,9 pour cent de non. Grub (AR) a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Da Grub AR è arrivato un ""no"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno respinto il testo con il 54,9 percento dei voti. Grub AR ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3032,26.8,26.8,73.2,"Heiden AR","Heiden (AR)","Heiden AR","Nein zur Burka-Initiative in Heiden: Mit 9'928 Nein- zu 3'631 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 73,2 Prozent. Damit hat in Heiden die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 61,4 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" échoue à Heiden avec 73,2 pour cent de non. Heiden a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","A Heiden i cittadini hanno respinto, con il 73,2 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". Heiden ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3033,17.7,17.7,82.3,"Lutzenberg AR","Lutzenberg (AR)","Lutzenberg AR","In Lutzenberg hat die Stimmbevölkerung die Burka-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 82,3 Prozent verworfen. Damit hat in Lutzenberg die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 70,8 Prozent ein Ja in die Urne gelegt.","A Lutzenberg, les habitants sont défavorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 82,3 pour cent de non. Lutzenberg a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","I cittadini di Lutzenberg si sono opposti all'iniziativa contro la dissimulazione del viso. Il testo è stato respinto con il 82,3 percento dei voti. Lutzenberg ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3034,62.1,62.1,37.9,"Rehetobel AR","Rehetobel (AR)","Rehetobel AR","In Rehetobel hat die Stimmbevölkerung der Initiative ""Ja zum Verhüllungsverbot"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 62,1 Prozent angenommen. Damit hat in Rehetobel die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 53,6 Prozent.","A Rehetobel, les habitants sont favorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 62,1 pour cent de oui. A Rehetobel, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 53,6 pour cent à l'initiative pour l'interdiction des minarets.","I cittadini di Rehetobel si sono espressi a favore dell'iniziativa contro la dissimulazione del viso. Il testo è stato approvato con il 62,1 percento dei voti. A Rehetobel lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 53,6 percento dei voti - all'iniziativa per il divieto dei minareti."
3035,3.4,3.4,96.6,"Reute AR","Reute (AR)","Reute AR","96,6 Prozent Nein zur Burka-Initiative in der Gemeinde Reute AR. Damit hat in Reute AR die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 68,8 Prozent ein Ja in die Urne gelegt.","A Reute (AR), les habitants disent non à 96,6 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". Reute (AR) a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Reute AR l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata respinta con il 96,6 percento dei voti. Reute AR ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3036,84.1,84.1,15.9,"Wald AR","Wald (AR)","Wald AR","84,1 Prozent der Abstimmenden in der Gemeinde Wald AR haben Ja gesagt zur Burka-Initiative. Damit hat in Wald AR die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 65,9 Prozent.","C'est oui à 84,1 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Wald (AR). A Wald (AR), le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 65,9 pour cent à l'initiative pour l'interdiction des minarets.","Con il 84,1 percento di ""sì"", i cittadini del comune di Wald AR hanno accolto l'Iniziativa anti-burqa. A Wald AR lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 65,9 percento dei voti - all'iniziativa per il divieto dei minareti."
3037,44,44,56,"Walzenhausen AR","Walzenhausen (AR)","Walzenhausen AR","56 Prozent Nein zur Burka-Initiative in der Gemeinde Walzenhausen. Damit hat in Walzenhausen die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 69,2 Prozent ein Ja in die Urne gelegt.","A Walzenhausen, les habitants disent non à 56 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". Walzenhausen a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Walzenhausen l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata respinta con il 56 percento dei voti. Walzenhausen ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3038,20.1,20.1,79.9,"Wolfhalden AR","Wolfhalden (AR)","Wolfhalden AR","Nein zur Burka-Initiative in Wolfhalden: Mit 9'853 Nein- zu 2'482 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 79,9 Prozent. Damit hat in Wolfhalden die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 67,6 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" échoue à Wolfhalden avec 79,9 pour cent de non. Wolfhalden a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","A Wolfhalden i cittadini hanno respinto, con il 79,9 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". Wolfhalden ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3101,57.4,57.4,42.6,"Appenzell AI","Appenzell (AI)","Appenzello AI","Ja zur Burka-Initiative in Appenzell: Mit 57,4 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit ist in Appenzell die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 67,2 Prozent.","Les habitants d'Appenzell approuvent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 57,4 pour cent de oui. A Appenzell, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 67,2 pour cent à l'initiative pour l'interdiction des minarets.","Sì all'Iniziativa anti-burqa nel comune di Appenzello: i cittadini hanno approvato il testo con il 57,4 percento dei voti. A Appenzello lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 67,2 percento dei voti - all'iniziativa per il divieto dei minareti."
3102,12.1,12.1,87.9,"Gonten AI","Gonten (AI)","Gonten AI","Keine Mehrheit für die Burka-Initiative in Gonten: Mit 8'189 Nein-Stimmen zu 1'122 Ja-Stimmen oder 87,9 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit hat in Gonten die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 74,7 Prozent ein Ja in die Urne gelegt.","C'est non à 87,9 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Gonten. Gonten a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Con il 87,9 percento di ""no"", i cittadini del comune di Gonten hanno bocciato l'Iniziativa anti-burqa. Gonten ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3103,82.5,82.5,17.5,"Rüte AI","Rüte (AI)","Rüte AI","Die Gemeinde Rüte hat die Burka-Initiative agenommen. Der Ja-Stimmen-Anteil beträgt 82,5 Prozent. Damit hat in Rüte die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 73,1 Prozent.","Les habitants de Rüte acceptent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 82,5 pour cent de oui. A Rüte, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 73,1 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Rüte l'Iniziativa anti-burqa è stata accetata con il 82,5 percento dei voti. A Rüte lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 73,1 percento dei voti - all'iniziativa per il divieto dei minareti."
3104,9.2,9.2,90.8,"Schlatt-Haslen AI","Schlatt-Haslen (AI)","Schlatt-Haslen AI","In Schlatt-Haslen hat die Stimmbevölkerung die Burka-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 90,8 Prozent verworfen. Damit hat in Schlatt-Haslen die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 77,3 Prozent ein Ja in die Urne gelegt.","A Schlatt-Haslen, les habitants sont défavorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 90,8 pour cent de non. Schlatt-Haslen a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","I cittadini di Schlatt-Haslen si sono opposti all'iniziativa contro la dissimulazione del viso. Il testo è stato respinto con il 90,8 percento dei voti. Schlatt-Haslen ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3105,28.3,28.3,71.7,"Schwende AI","Schwende (AI)","Schwende AI","71,7 Prozent Nein zur Burka-Initiative in der Gemeinde Schwende. Damit hat in Schwende die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 74,8 Prozent ein Ja in die Urne gelegt.","A Schwende, les habitants disent non à 71,7 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". Schwende a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Schwende l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata respinta con il 71,7 percento dei voti. Schwende ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3111,84.7,84.7,15.3,"Oberegg AI","Oberegg (AI)","Oberegg AI","In Oberegg hat die Stimmbevölkerung der Initiative ""Ja zum Verhüllungsverbot"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 84,7 Prozent angenommen. Damit hat in Oberegg die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 72,9 Prozent.","A Oberegg, les habitants sont favorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 84,7 pour cent de oui. A Oberegg, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 72,9 pour cent à l'initiative pour l'interdiction des minarets.","I cittadini di Oberegg si sono espressi a favore dell'iniziativa contro la dissimulazione del viso. Il testo è stato approvato con il 84,7 percento dei voti. A Oberegg lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 72,9 percento dei voti - all'iniziativa per il divieto dei minareti."
3201,36.5,36.5,63.5,"Häggenschwil SG","Häggenschwil (SG)","Häggenschwil SG","Die Gemeinde Häggenschwil hat die Burka-Initiative abgelehnt.Der Nein-Stimmen-Anteil betrug 63,5 Prozent. Damit hat in Häggenschwil die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 75,6 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" ne passe pas la rampe à Häggenschwil avec 63,5 pour cent de non. Häggenschwil a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Da Häggenschwil è arrivato un ""no"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno respinto il testo con il 63,5 percento dei voti. Häggenschwil ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3202,16.2,16.2,83.8,"Muolen SG","Muolen (SG)","Muolen SG","In Muolen hat die Burka-Initiative keine Mehrheit gefunden. Auf 83,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit hat in Muolen die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 73,8 Prozent ein Ja in die Urne gelegt.","Les habitants de Muolen rejettent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 83,8 pour cent de non. Muolen a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Muolen l'Iniziativa anti-burqa è stata bocciata con il 83,8 percento dei voti. Muolen ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3203,34.1,34.1,65.9,"St. Gallen SG","Saint-Gall (SG)","San Gallo SG","65,9 Prozent der Stimmbürgerinnen und Stimmbürger von St. Gallen sagen Nein zur Burka-Initiative. Sie haben das Volksbegehren mit 6'051 Ja-Stimmen zu 3'125 Nein-Stimmen abgelehnt. Damit hat in St. Gallen die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 51,1 Prozent ein Ja in die Urne gelegt.","Les habitants de Saint-Gall s'opposent à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 65,9 pour cent de non. Saint-Gall a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","No all'Iniziativa anti-burqa nel comune di San Gallo: i cittadini hanno bocciato il testo con il 65,9 percento dei voti. San Gallo ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3204,91.6,91.6,8.4,"Wittenbach SG","Wittenbach (SG)","Wittenbach SG","Ja zur Burka-Initiative in Wittenbach. Die Gemeinde hat das Volksbegehren mit 91,6 Prozent der Stimmen angenommen. Damit hat in Wittenbach die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 68,4 Prozent.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Wittenbach avec 91,6 pour cent de oui. A Wittenbach, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 68,4 pour cent à l'initiative pour l'interdiction des minarets.","Da Wittenbach è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 91,6 percento dei voti. A Wittenbach lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 68,4 percento dei voti - all'iniziativa per il divieto dei minareti."
3211,22.3,22.3,77.7,"Berg SG","Berg (SG)","Berg SG","In Berg SG hat die Burka-Initiative keine Mehrheit gefunden. Auf 77,7 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit hat in Berg SG die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 67,4 Prozent ein Ja in die Urne gelegt.","Les habitants de Berg (SG) rejettent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 77,7 pour cent de non. Berg (SG) a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Berg SG l'Iniziativa anti-burqa è stata bocciata con il 77,7 percento dei voti. Berg SG ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3212,30,30,70,"Eggersriet SG","Eggersriet (SG)","Eggersriet SG","Nein zur Burka-Initiative in Eggersriet: Mit 6'793 Nein- zu 2'914 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 70 Prozent. Damit hat in Eggersriet die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 63,2 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" échoue à Eggersriet avec 70 pour cent de non. Eggersriet a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","A Eggersriet i cittadini hanno respinto, con il 70 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". Eggersriet ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3213,28.5,28.5,71.5,"Goldach SG","Goldach (SG)","Goldach SG","Keine Mehrheit für die Burka-Initiative in Goldach: Mit 4'747 Nein-Stimmen zu 1'894 Ja-Stimmen oder 71,5 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit hat in Goldach die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 68,8 Prozent ein Ja in die Urne gelegt.","C'est non à 71,5 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Goldach. Goldach a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Con il 71,5 percento di ""no"", i cittadini del comune di Goldach hanno bocciato l'Iniziativa anti-burqa. Goldach ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3214,80.4,80.4,19.6,"Mörschwil SG","Mörschwil (SG)","Mörschwil SG","Ja zur Burka-Initiative in Mörschwil: Mit 80,4 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Mörschwil die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 61,6 Prozent.","Les habitants de Mörschwil approuvent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 80,4 pour cent de oui. A Mörschwil, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 61,6 pour cent à l'initiative pour l'interdiction des minarets.","Sì all'Iniziativa anti-burqa nel comune di Mörschwil: i cittadini hanno approvato il testo con il 80,4 percento dei voti. A Mörschwil lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 61,6 percento dei voti - all'iniziativa per il divieto dei minareti."
3215,74.7,74.7,25.3,"Rorschach SG","Rorschach (SG)","Rorschach SG","74,7 Prozent der Abstimmenden in der Gemeinde Rorschach haben Ja gesagt zur Burka-Initiative. Damit hat in Rorschach die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 58,9 Prozent.","C'est oui à 74,7 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Rorschach. A Rorschach, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 58,9 pour cent à l'initiative pour l'interdiction des minarets.","Con il 74,7 percento di ""sì"", i cittadini del comune di Rorschach hanno accolto l'Iniziativa anti-burqa. A Rorschach lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 58,9 percento dei voti - all'iniziativa per il divieto dei minareti."
3216,49.7,49.7,50.3,"Rorschacherberg SG","Rorschacherberg (SG)","Rorschacherberg SG","Nein zur Burka-Initiative in Rorschacherberg: Mit 6'769 Nein- zu 6'697 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 50,3 Prozent. Damit hat in Rorschacherberg die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 68,2 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" échoue à Rorschacherberg avec 50,3 pour cent de non. Rorschacherberg a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","A Rorschacherberg i cittadini hanno respinto, con il 50,3 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". Rorschacherberg ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
3217,22,22,78,"Steinach SG","Steinach (SG)","Steinach SG","Die Gemeinde Steinach hat die Burka-Initiative abgelehnt.Der Nein-Stimmen-Anteil betrug 78 Prozent. Damit hat in Steinach die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 71,2 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" ne passe pas la rampe à Steinach avec 78 pour cent de non. Steinach a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Da Steinach è arrivato un ""no"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno respinto il testo con il 78 percento dei voti. Steinach ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
